threshold,atr_filter,n_trades,total_return,mean_return_pct,sharpe,win_rate,max_dd_pct,profit_factor
0.7,0.0,385,0.8468699482582978,0.2199662203268306,1.8787149498718445,63.37662337662338,-26.994754793081675,1.6747883696197776
0.7,0.003,372,0.8408010828948164,0.2260217964771012,1.8708911236244872,63.17204301075269,-26.99475479308169,1.6831734794659037
0.7,0.005,293,0.7033271143377187,0.24004338373300976,1.5872885829530932,62.45733788395904,-26.99475479308166,1.6094422206091432
0.7,0.007,189,0.35849890565749654,0.18968196066534207,0.8949227736739084,59.25925925925925,-27.956249457025628,1.3914147889105575
0.7,0.01,79,0.203028741495904,0.2569984069568405,0.6431963884116733,55.69620253164557,-21.93795218328242,1.4481387326029067
0.7,0.015,25,0.0657092137505253,0.2628368550021012,0.24742048434406133,48.0,-20.97887352797203,1.2680553274491986
